sample_id,source_index,split,node,vx,vy,theta,hint,region,root_count_region,roots,target_root,residual_abs,fphi_left,fphi_right,fvx,gradient_vx_left,gradient_vx_right,polar_knot_distance_deg,bisection_error,brent_error,status
bemreal_000000,17838,dev,5,5.7716689072684115,25.298471060870384,0.17735934903571687,0.1837494082239993,0,1,0.186086738551849698424211986593016850194510964765971140911302,0.186086738551849698424211986593016850194510964765971140911302,4.121784718735359955e-70,2.00450519450512084291670599931,2.00450519450512084281394324316,-0.0385660293727204112896691532306,0.0192396754463096942271057785961,0.0192396754463096942280921178093,4.258544121416019e-05,8.875796926355384e-12,1.4234680435051368e-15,ROOT_OK
bemreal_000001,20704,dev,15,4.80488049309816,73.7214312155526,0.005986880614790249,0.003825533138504663,0,1,0.00598655058873708732678740696919722194979883377143268952341737,0.00598655058873708732678740696919722194979883377143268952341737,4.2977096137537585081e-70,1.08860858115667408004345047393,1.08860858115667407996026906045,-0.0135389637450994419185637212508,0.0124369438009701810259702738176,0.0124369438009701810269205901963,1.890921310215808e-05,2.9495320511365925e-11,1.9744321653549623e-12,ROOT_OK
bemreal_000002,46505,dev,10,7.411880124406264,52.74990745595238,0.07333619520539181,0.06558262662558856,0,1,0.0733367081445687157893994399639147017765489740325421144588933,0.0733367081445687157893994399639147017765489740325421144588933,4.5216944613436071381e-71,1.16417581720793591110271582632,1.16417581720793591104028913443,-0.0188114337354951444279256474488,0.0161585848610143345407767399241,0.0161585848610143345416432129977,2.938925509904027e-05,3.4429943895336855e-10,8.927857881014594e-14,ROOT_OK
bemreal_000003,46927,dev,7,6.444679960786303,35.85317268446222,0.13618229632707063,0.12887921141650496,0,1,0.127455672422185407324100156600022934716372857976336615583608,0.127455672422185407324100156600022934716372857976336615583608,1.4426571218007429483e-69,1.660268721687081349722942891,1.66026872168708134962376258982,-0.0274864677226101246678771799482,0.016555433083555150202447405486,0.0165554330835551502034363856541,1.280492721411619e-06,2.0099134303428588e-11,6.2723889991712716e-12,ROOT_OK
bemreal_000004,47769,dev,16,6.930512142209125,77.28213666082854,0.0013586721896336935,0.03565940988658703,0,1,0.0362654023570039579045231223956121535054640225165185497116228,0.0362654023570039579045231223956121535054640225165185497116228,1.1025813079108178491e-69,1.21329513024383067186378988422,1.21329513024383067186331277951,-0.0128987884242928794878463842159,0.0106312043152276279201278994979,0.0106312043152276279201320800122,8.315266260883192e-06,1.4654638772881748e-10,1.2907645134963954e-12,ROOT_OK
bemreal_000005,51670,dev,7,5.191595039735579,34.780383135805174,0.13606789018066165,0.10989418934308676,0,1,0.109888742838222146550625759337355182294137217092399634506796,0.109888742838222146550625759337355182294137217092399634506796,8.9935329993449332238e-70,1.82805866382642489960814302187,1.82805866382642489946119691412,-0.0284576395977663679645155486947,0.0155671369638652008411871395862,0.0155671369638652008424384835561,4.5346065294271654e-05,2.536265825614786e-10,6.667677043542633e-13,ROOT_OK
bemreal_000006,56938,cal,5,6.41034620115699,26.079319113670337,0.17742118748871144,0.19313186654391204,0,1,0.194874988432383785406850839259908691665077987446331909412237,0.194874988432383785406850839259908691665077987446331909412237,6.3060269269901637981e-71,1.91141464366552370577874327857,1.91141464366552370569080785354,-0.037275863296015896536473566887,0.0195017148265286377300615700444,0.0195017148265286377309587545396,2.9130701181268037e-05,1.2451297424073935e-10,2.9199788379705838e-12,ROOT_OK
bemreal_000007,63523,cal,11,5.1636939516869935,54.52719405318746,0.05482845777385865,0.0429386939599921,0,1,0.0373744100070866023466679387564673944485105204578469997730202,0.0373744100070866023466679387564673944485105204578469997730202,7.7235715228378534081e-70,1.2592864489200692092348130337,1.2592864489200692091375344434,-0.018278107683667375958163519925,0.0145146544690782611348185803669,0.0145146544690782611359398225804,4.328721787993928e-05,1.9903345297553074e-10,2.5764728191937905e-10,ROOT_OK
bemreal_000008,76646,test,10,7.056735591877144,50.21757310124853,0.07337094623716495,0.0798994157700739,0,1,0.0733708827235378512822033411164783076863003451060090606982688,0.0733708827235378512822033411164783076863003451060090606982688,6.1835242969135878897e-70,1.1763947651096938844674163671,1.17639476510969388440367268303,-0.0197599936050819562180136576862,0.0167970771301752771569889884404,0.0167970771301752771578991485412,3.640960528325406e-06,2.566371993316769e-10,3.312205892235294e-11,ROOT_OK
bemreal_000009,113364,test,8,7.090419007859651,41.70355460250269,0.11450001175188498,0.11774765018899785,0,1,0.114500416389870174900275144193694082476043842666540123281763,0.114500416389870174900275144193694082476043842666540123281763,1.2518177611006314193e-69,1.44336898504870232794049118211,1.44336898504870232786716339307,-0.0236739272882543626291749224185,0.0164018539496714723707922696001,0.0164018539496714723716255365601,2.318404940215609e-05,2.540566818099078e-10,1.0821337140755747e-14,ROOT_OK
bemreal_000010,122257,dev,10,8.360744909004696,52.18514394741436,0.0734849010982384,0.09209891390711611,0,1,0.0909389648639865395564256578463120300056406007519941862021346,0.0909389648639865395564256578463120300056406007519941862021346,8.7459106929580224652e-70,1.05941497865207295929333238137,1.05941497865207295924543581303,-0.0189644834468240982492193249873,0.0179009017514111493618673949482,0.017900901751411149362676701765,4.4189302283337284e-05,1.8552000603652563e-11,3.014151038630143e-12,ROOT_OK
bemreal_000011,134348,dev,14,6.531328990349313,69.8846264289244,0.014850509779726656,0.03090707495201313,0,1,0.0323045711230753540851510033779292296008729234458312673220416,0.0323045711230753540851510033779292296008729234458312673220416,6.5696256116897168673e-70,0.982080971938749241822524988035,0.982080971938749241781526603997,-0.0142625993210227452490350530206,0.0145228343981317661318119273047,0.0145228343981317661324182039347,4.406729882000526e-05,1.5718000370510545e-10,2.96051466645332e-10,ROOT_OK
bemreal_000012,147706,dev,10,6.0197097270338675,50.55334701043059,0.07373557729404587,0.061195629826956165,0,1,0.0562824600212157677211228115255052444675395361667835891534244,0.0562824600212157677211228115255052444675395361667835891534244,6.7207602295525145196e-70,1.28940156610872664004831980487,1.28940156610872663996097577551,-0.0196744262930471693670750555117,0.0152585717360515103719657780477,0.0152585717360515103729993933098,1.0042567245349687e-05,3.4331070234503164e-10,2.8750589153106422e-11,ROOT_OK
bemreal_000013,180092,dev,11,7.586552024702526,56.63252069059699,0.05462229594661155,0.06653214421322033,0,1,0.0720748182252202743374911302143946838966114258840990342176119,0.0720748182252202743374911302143946838966114258840990342176119,8.6415090989158641347e-70,1.0156671307312438025015527128,1.01566713073124380244990453785,-0.0175325934731479002552794134875,0.0172621451877890973677829213656,0.0172621451877890973686607269652,4.413157769334042e-05,4.3117562553189006e-11,2.800764806602874e-16,ROOT_OK
bemreal_000014,186192,dev,8,7.527793181731226,41.28066169786497,0.11417100374982704,0.11919535304474395,0,1,0.122898035333799512724898640830484084302251301464301883181682,0.122898035333799512724898640830484084302251301464301883181682,2.0630731972727261872e-70,1.40162858142146641455190076341,1.40162858142146641449087057819,-0.0238708333828858084920347361709,0.0170307838319600484041285780404,0.0170307838319600484048701381838,2.207706545487298e-05,4.336957759594936e-11,6.519459749757907e-12,ROOT_OK
bemreal_000015,190828,dev,3,7.785813985339946,16.41349849706088,0.23227354123592206,0.3192329075171704,0,1,0.319539597761293090715815045333298747129241854891454739398497,0.319539597761293090715815045333298747129241854891454739398497,8.7067428452836290266e-70,1.91000720452358149232869820409,1.91000720452358149228399409653,-0.0554680288265374562251137981694,0.0290407432470250832297393996529,0.0290407432470250832304191041623,2.3266346124373172e-05,4.908401267602388e-11,6.680883424601043e-16,ROOT_OK
bemreal_000016,201718,cal,13,8.282455172062136,67.89870932967744,0.027168910954664692,0.05370193896592856,0,1,0.0620752269353507436695075841904009494100838877521958957344,0.0620752269353507436695075841904009494100838877521958957344,6.5437706619976703308e-70,0.905728679140174980453886895706,0.905728679140174980420087643808,-0.0146428478338770785457008810916,0.0161669252295044972487347254181,0.0161669252295044972493380296866,1.5415956629460936e-05,2.9557291518038504e-10,8.752375118756786e-18,ROOT_OK
bemreal_000017,207252,cal,5,7.212767926654821,25.860006531196316,0.17736245627348998,0.2109753718050696,0,1,0.212268773737568602259131573277076197468895855442030519168922,0.212268773737568602259131573277076197468895855442030519168922,1.3864825917001642979e-69,1.77563437175329033613514744388,1.77563437175329033606838241092,-0.0373145969088681622463733975092,0.0210147975858470912135314580183,0.0210147975858470912143216283797,1.5330964500792632e-05,1.9912441780831508e-11,7.429963545027389e-17,ROOT_OK
bemreal_000018,211503,test,6,6.18750740198793,31.149629673239843,0.1573024774039576,0.1599986318898924,0,1,0.157301740220231410158663499210558983274758544178292937538826,0.157301740220231410158663499210558983274758544178292937538826,1.3828112587768288098e-69,1.85640944765096193421103841975,1.85640944765096193410665569698,-0.0315116056677923179457700100282,0.0169744911111425573238922287076,0.0169744911111425573248466752615,4.223751501733508e-05,8.228359833742354e-11,2.1290260915173854e-14,ROOT_OK
