sample_id,source_index,split,node,vx,vy,theta,hint,region,root_count_region,roots,target_root,residual_abs,fphi_left,fphi_right,fvx,gradient_vx_left,gradient_vx_right,polar_knot_distance_deg,bisection_error,brent_error,status
bemreal_000000,1505,dev,9,13.758084969852993,46.847507156159025,0.09467798115341483,0.21625607439033406,0,1,0.216851676904429548285773067503399113028457859173773493154865,0.216851676904429548285773067503399113028457859173773493154865,3.896585057001524002e-70,0.988282487890699363022402941066,0.988282487890699363029535505179,-0.0205294719046654562257467825004,0.020772878358374741394967713371,0.020772878358374741394817792788,3.713450246234373e-05,6.86780315270962e-11,7.922416679580023e-12,ROOT_OK
bemreal_000001,6221,dev,16,15.045247625408102,80.59759997151396,0.004167527269886901,0.12146687343626993,0,1,0.126339862045600443767645151918436583218858223702567735684716,0.126339862045600443767645151918436583218858223702567735684716,2.9084513003236158219e-70,0.989206856739697493094314282195,0.989206856739697493107906280885,-0.0122173251315723177733109904941,0.0123506272205179598756758484008,0.0123506272205179598755061470811,4.084502879742047e-05,2.0695462656293804e-10,1.6346069846894898e-11,ROOT_OK
bemreal_000002,13831,dev,10,15.076313469595908,49.21103301198721,0.07364252340420967,0.23475288546382694,0,1,0.239449033642646487715243790091915029128800540224136086507946,0.239449033642646487715243790091915029128800540224136086507946,1.0085050569712582243e-70,0.604079805272327888848864628667,0.604079805272327888885214068042,-0.0194618437526972185083185918136,0.0322173388066226425940235624998,0.0322173388066226425920849408251,1.325258939566254e-05,1.994234316492043e-10,2.343884522982183e-12,ROOT_OK
bemreal_000003,22412,dev,6,17.079670990919574,32.14443019324626,0.15749282254018987,0.4287905442005253,0,1,0.419292019066616417620155555156945357736256829867201937998341,0.419292019066616417620155555156945357736256829867201937998341,3.6898263173801513333e-70,0.941205900183765280685129470109,0.941205900183765280694480311355,-0.0275380684509394509511504892122,0.0292582828534784943339349051034,0.0292582828534784943336442252872,1.0959119782327775e-05,1.16370713608108e-10,4.1132482173681357e-16,ROOT_OK
bemreal_000004,34180,dev,10,14.62648149411578,48.84961385437592,0.07401241777529106,0.23063858455891434,0,1,0.231092218054338054857906299015071120731291493147613293953791,0.231092218054338054857906299015071120731291493147613293953791,3.5786734394526915446e-70,0.786560890036528889996577232384,0.786560890036528890020058563051,-0.0196459419742769116298055728877,0.0249770135066905361274403696101,0.0249770135066905361266947267481,9.60607808231373e-06,2.4970153233766894e-10,5.813338210586663e-11,ROOT_OK
bemreal_000005,38922,dev,9,17.86578684431037,44.240156481963695,0.09437980729216726,0.3389589671035008,0,1,0.338726472646506969960458825748698690944652151445627642576449,0.338726472646506969960458825748698690944652151445627642576449,3.2547801478495191249e-70,0.956867681132491562557726754353,0.956867681132491562565503023523,-0.0209806685481876439442843719915,0.0219264052510961337937514687338,0.0219264052510961337935732772946,3.267422130193154e-05,4.530927197928885e-10,1.9760869696650856e-10,ROOT_OK
bemreal_000006,42916,cal,8,14.639985053727655,42.989317887637654,0.11490268715660792,0.26262937303631445,0,1,0.254528940599904777379763663525586641277560040995557704286392,0.254528940599904777379763663525586641277560040995557704286392,8.524733869319836591e-70,0.997511353114372457462498798255,0.997511353114372457468673224533,-0.0220796934750855245151563124092,0.0221347791242170608471560826579,0.0221347791242170608470190721252,4.968097274904437e-06,1.0871898182152595e-10,6.594499164619629e-12,ROOT_OK
bemreal_000007,62845,cal,13,17.25605774075191,67.45495824437859,0.030147649964432734,0.19822391129988506,0,1,0.204680132647824532442594424701637920328554563073960052536446,0.204680132647824532442594424701637920328554563073960052536446,4.0143144978389927901e-70,0.967803860754469091505455800569,0.967803860754469091514790678991,-0.0143772627058243578091854144498,0.014855554197331163083101271339,0.0148555541973311630829579832225,2.5354301547153568e-05,5.201033890336192e-11,3.9015355525150906e-16,ROOT_OK
bemreal_000008,63851,test,16,14.125715591993014,75.74246372687438,0.0039412565438025,0.13472458173425716,0,1,0.126114834189323255513269341200549613903892534508234479213257,0.126114834189323255513269341200549613903892534508234479213257,7.5816631967180324884e-71,0.98290635332204177170653491783,0.982906353322041771720715388989,-0.0130009146389383611201818478586,0.0132270125175177401408615374953,0.013227012517517740140670710293,3.036710866144432e-05,1.7014548602927327e-10,1.1277589533498057e-13,ROOT_OK
bemreal_000009,76498,test,15,8.079036136838926,78.86247515286057,0.008680239368621525,0.041420667860268975,0,1,0.0435864195012146194431633420704182743652014114777892184494129,0.0435864195012146194431633420704182743652014114777892184494129,8.2476843114858596722e-70,1.01053129511793929453547999259,1.01053129511793929453685682907,-0.0126300943227890022978034851535,0.0124984692545468783835624207989,0.0124984692545468783835453917879,2.3199397965800728e-05,2.2137931743342318e-10,1.4145145608825101e-12,ROOT_OK
