domain,sample_id,split,branch,p0,p1,p2,p3,p4,p5,root,gradient,residual,root_count,status
pv,pv_0000000,dev,short_circuit,1.55684708587598219509118280257098376750946044921875,0.4296584469052304285264485192066268855440209458719911791,0.0000000004005770667862219251381746420337583615652359147633565842,1.2166049797859148640100102056749165058135986328125,0.7665703760519575471477082828641869127750396728515625,1477.061789746245519010085361067046252410484759216897596,1.555748789889838455734347116992880213597253124378637582,-0.0006766698157815605497079964386706888027376462543064099596,1.113172972903801028573930177940188624156784307940842377e-56,1,ROOT_OK
pv,pv_0000001,dev,interior,8.7353436647603626141744825872592628002166748046875,28.1586408161986230510738860325949735097596963986922532,0.0000000000202781276810640355393130640018196652130775243713267346,1.4406792740028631083504251364502124488353729248046875,0.07146456712191896765151710724239819683134555816650390625,266.7839297143242876780952237110152961581429032901930623,8.617911631237429635762517882811344265269305592301501856,-0.01038682490037690591740218554170493814388405316377498771,4.970446762733251104330106841035260833444246212200970613e-56,1,ROOT_OK
pv,pv_0000002,dev,interior,5.69508513689193396345444853068329393863677978515625,36.02586132283065795827163349224563492387041166248395058,0.000000000001585400269051816662552435765854530009669263072211851973,1.85550242116811237025331138283945620059967041015625,0.7113296200949064118645992493839003145694732666015625,303.5345689720355613282572104337432985679127514289370712,5.559754635438036205327377167334735288079993721442927831,-0.005222466599472255560051189160049026424883042808361661997,2.294052352030731278921587772785505000051190559477371052e-56,1,ROOT_OK
pv,pv_0000003,dev,interior,11.405281261719611762828208156861364841461181640625,2.097727083868715795916358266473559869739062698859357466,0.000000000001969388654888859884208965921179437003582889650274529651,1.2029006192128204322244755530846305191516876220703125,0.69233119485255467662199180267634801566600799560546875,943.4954663793769171455266933705835458938727725431710718,11.39469653842204321228399023904159438761427748894939558,-0.001059117928509653135817871261070921774831325571290475027,1.279252804639359178454190959407472579889656957819672885e-55,1,ROOT_OK
pv,pv_0000004,dev,interior,8.6100504590775841506911092437803745269775390625,1.978300214655463737901224207655636950315256287556307053,0.00000003020770246685438839690927025892222760663090530438391431,1.8993941431444987255616752008791081607341766357421875,0.1915379036052645422838480726568377576768398284912109375,342.4756075930892818816335638228031739744600060038749775,8.599464353271176549206679829398239414374933012206650137,-0.00291839100344374601503764508097379018199038116592277994,6.898087975203518359535052122334192118209482723984039344e-56,1,ROOT_OK
pv,pv_0000005,dev,interior,8.32312176728340347153789480216801166534423828125,6.782720124604208811051513138007847987142739517109514241,0.000000000003462840946583290014251333170097514576969372619508354024,1.352146961791227841587215152685530483722686767578125,0.6256395429073877689774008103995583951473236083984375,1616.704714244525468550185859618922386528588496244733927,8.315708294963028994884302783175200123936387299704991717,-0.0006183209684984255560885448919692258034327552815083563006,1.216325674149627313511550183695647963568808327889564443e-55,1,ROOT_OK
pv,pv_0000006,cal,short_circuit,2.530289996950507269701802215422503650188446044921875,0.8117120971162140679212445109674429133883338351098050449,0.000000000003601031637908405329292602391139136779355330512264790676,1.5940709700842654594765690490021370351314544677734375,0.6401057616899217261874355244799517095088958740234375,144.9021997606718905670462363964168583391665071407507057,2.513584439785909818887711170101006697996611227672953593,-0.006870854476977247057507012066234220743702800184499835214,6.053749262303318652709745511517304861246197309731951387e-57,1,ROOT_OK
pv,pv_0000007,cal,interior,4.145722192466269717670002137310802936553955078125,5.190523844081174798655095380278550148608874553974502711,0.00000001028738813749086583712757939510687874731948920791704775,1.6020729153426618296407468733377754688262939453125,0.29429331883869414010490572763956151902675628662109375,293.9658421435201153538083299454210195905882467280377096,4.123936217817700729384041128278317898024977461364133461,-0.003398702622868823308257636021588299138912769355153810305,6.276782129861861971493788767204784514028951947458918017e-56,1,ROOT_OK
pv,pv_0000008,test,interior,2.94112762151318474224126475746743381023406982421875,2.091150200817306653236847386032688669784089122093946129,0.0000000001651380022911581237544075229186660223595025765504403528,1.409496332302200727326635387726128101348876953125,0.404388008189806080761030671055777929723262786865234375,344.8152891062538458684536110296436716591722737148000182,2.931624954996175072435459300134102509534531500686585554,-0.002896707455669694744368142477478659563033612048432343445,4.062384373387753306423645014307665104257316615741177904e-56,1,ROOT_OK
pv,pv_0000009,test,interior,3.8208645182543126139762534876354038715362548828125,19.55099355004876796711808914892837815381830081210035488,0.0000000001729426021334049761525863804591472620160335142645323415,1.26277420950726781967432543751783668994903564453125,0.41168645980144769058739484535180963575839996337890625,840.7527727141101428393808939882397900494428830686106649,3.792599112032239035914937655764086498953431142055852494,-0.00368161881853738476645758427859746521176855834139906032,5.416512497850337741898193352410220139009755487654903873e-57,1,ROOT_OK
pv,pv_0000010,dev,interior,4.8061977653631178242221722030080854892730712890625,27.77094214189386814534648661375303783566033897985218989,0.00000000001282696096018749961889161934570913266400427243029987539,1.638366215990993968176780981593765318393707275390625,0.3666415531097981794772522334824316203594207763671875,424.7017322476677999938361648354025092324236165680789064,4.735869188879792358554706499446184249072378367158388633,-0.002870900101492553716472406523627906947118449286130370825,4.715552056952058740005485977392426944549669483370151607e-56,1,ROOT_OK
pv,pv_0000011,dev,interior,5.1439080285702285522120291716419160366058349609375,18.09398890399710374472670668453627592659198334433434642,0.00000000420996472039342883394690373186946805175567919012767332,1.978023598552294259889094973914325237274169921875,0.7675839517513380894087049455265514552593231201171875,293.5057071351483011155613384018551298664540040038787486,5.068721715187047696265354895191412312159103541837819658,-0.003540329253635433460997519607485639116498517777785104877,5.990025585858020561628590295606596389022553127524246636e-56,1,ROOT_OK
pv,pv_0000012,dev,interior,3.498427234750837389043454095371998846530914306640625,13.99989803308622530325328901927110467617643274239388092,0.00000005146464880212463043770188889368119060995253396601004914,1.6576347604046282047107752077863551676273345947265625,0.67782366061355714403902084086439572274684906005859375,690.7560274002422039881643717912269942241797134546246757,3.473759479265555275038627224756107487450554651175603848,-0.002043047438333618249088002763235047512296441627220478202,1.593091911132452277028880397767711805591104555192618786e-56,1,ROOT_OK
pv,pv_0000013,dev,interior,5.17863392090882168616872149868868291378021240234375,38.06332031853274556450068997101460960660333029281273169,0.0000000002444761242246622294088597373343089482782265855335796523,1.8480247111733423270862886056420393288135528564453125,0.254865389490323723808984368588426150381565093994140625,2527.177921900966365922073918421050282550509464264956147,4.748425683665031802937022097069461240569597970477416573,-0.2126004277235165953243995704678675432990788533357893722,7.806150364549016157441513949061787847396412320443832052e-56,1,ROOT_OK
pv,pv_0000014,dev,interior,2.235748173259538784662936450331471860408782958984375,22.16366811324479394929317824832700043143122110128312879,0.000000000005071820191930927875715475999018316858738426357632082168,1.24279681313712497825463287881575524806976318359375,0.7184186450159446568619614481576718389987945556640625,1396.176061354707307705357589108786244475104639033465804,2.217716217420478586399529786936885485783324867490696449,-0.001532268079065200831925913991023269126930917296205940518,2.230328675585433187840432556874796527827546377269666301e-57,1,ROOT_OK
pv,pv_0000015,dev,short_circuit,10.4302443115954428520808505709283053874969482421875,2.781177477526929767706638922931540778234613095860482133,0.000000000008441995366630415604435380245907469339855275514153754611,2.3570277512865533964259157073684036731719970703125,0.463633281630127014327769074952811934053897857666015625,1004.527050832583186108993504361212269888137719191032787,10.4226651507114284574258874449394976955770318247090576,-0.0009950341895976234408314482131912116346360348481540353863,1.492727120731107783576060932708345961838864968215483803e-55,1,ROOT_OK
pv,pv_0000016,cal,short_circuit,3.875604107122603725343878977582789957523345947265625,0.4491661673787514972251530832659194366857194401163316464,0.0000000007757945740025411652988647565551888031230662398195331694,1.4169245466001803013256221674964763224124908447265625,0.1674722117461922010761554702185094356536865234375,954.2577177054454426384595475016597504086199273250281375,3.87445344278855946766786159861795276577069661448068801,-0.001047752243314831596279402927161579504196094638319544683,1.700625615133892805728329824617032352468504112668120554e-56,1,ROOT_OK
pv,pv_0000017,cal,interior,1.2089234308002918538704761886037886142730712890625,2.32932206625360890705561542604086473364017368596792167,0.000000001146329486608668628164150834894350998895564197338212105,2.09763397673734619530705458601005375385284423828125,0.51628187066089170631499882802017964422702789306640625,156.90011937814028247242614144515877069390425897956485,1.190161295183296080511817357524366812938547564484906791,-0.006352580416074256495419898179848462477200304643595135132,1.019578823124769457298483454571335555578306915323276023e-56,1,ROOT_OK
