domain,sample_id,split,branch,p0,p1,p2,p3,p4,p5,root,gradient,residual,root_count,status
peng_robinson,peng_robinson_0000000,dev,liquid,0.884415941246833536837357314652763307094573974609375,0.1884675297858355857982814995921216905117034912109375,0,0,0,0,0.5055125978848773509759812561143287237735512295936550755,-0.9134901712605102598359097091081889316522879123260653172,1.094764425253763336659163736945246977562704642091027947e-47,1,ROOT_OK
peng_robinson,peng_robinson_0000001,dev,vapor,0.2034204772264493754629910426956485025584697723388671875,0.229761898240728512643471503906766884028911590576171875,0,0,0,0,1.124458260099737304110926317245930748576131862404840382,-0.5433786681978134006165294225730383570581219895831886595,2.736911063134408341647909342363117443906761605227569867e-48,1,ROOT_OK
peng_robinson,peng_robinson_0000002,dev,liquid,0.27607430234661844981047806868446059525012969970703125,0.154326534208615473442449683716404251754283905029296875,0,0,0,0,0.9691102904649066303118645933007092159306604669291202374,-0.7583660642333759391705319181004531039909259161972384581,5.74751323258225751746060961896254663220419937097789672e-47,1,ROOT_OK
peng_robinson,peng_robinson_0000003,dev,vapor,0.27023858748411255792376550743938423693180084228515625,0.1630070431865161262319219304117723368108272552490234375,0,0,0,0,0.9876548252920497331532862945908731889426430125577465214,-0.7249163245461808313871695110663099436777897153851883045,5.200131019955375849131027750489923143422847049932382747e-47,1,ROOT_OK
peng_robinson,peng_robinson_0000004,dev,liquid,0.373058096235261427153773183817975223064422607421875,0.1140146136576842966769973486407252494245767593383789063,0,0,0,0,0.7971173193746232827727042378276161884048714675599449442,-1.138978433242030819465190741478914818576401200821031802,3.010602169447849175812700276599429188297437765750326853e-47,1,ROOT_OK
peng_robinson,peng_robinson_0000005,dev,vapor,0.2475770933850381660956685436758561991155147552490234375,0.24816190112709890502884491070290096104145050048828125,0,0,0,0,1.124985712830218573180519169557685820090868435082405465,-0.5245213649472933771209006135911116313872807864396671885,3.421138828918010427059886677953896804883452006534462333e-47,1,ROOT_OK
peng_robinson,peng_robinson_0000006,cal,liquid,0.25167091808055352952777639075065962970256805419921875,0.1721483953063832339491767697836621664464473724365234375,0,0,0,0,1.015030226268832547433109308233525961879462477838660748,-0.6859729342528914156320943417156330766147764592486773543,1.176871757147795586908601017216140500879907490247855043e-46,1,ROOT_OK
peng_robinson,peng_robinson_0000007,cal,vapor,0.1122502876057066140136342369260091800242662429809570313,0.1113791421756760297023802763760613743215799331665039063,0,0,0,0,1.030731208260983072084725857320553307531720204753158131,-0.7612811460376945982784280696438716172325260986429045202,1.248715672555073805876858637453172333782459982385078752e-47,1,ROOT_OK
peng_robinson,peng_robinson_0000008,test,liquid,0.242615455105562094484383806047844700515270233154296875,0.1661748845866174717489371914780349470674991607666015625,0,0,0,0,1.012234602941018681720308191955065346636954380203087364,-0.6973631876172620287246757697680440360024972585329963038,1.505301084723924587906350138299714594148718882875163427e-46,1,ROOT_OK
peng_robinson,peng_robinson_0000009,test,vapor,0.56448125971620777274750935248448513448238372802734375,0.1357161323282295162240274066789424978196620941162109375,0,0,0,0,0.6266334738495998054958908059241242084240020164853195113,-1.475899308104887316826250674550459637076186030629603743,1.094764425253763336659163736945246977562704642091027947e-47,1,ROOT_OK
peng_robinson,peng_robinson_0000010,dev,liquid,0.08904119010137971634843978563367272727191448211669921875,0.04646030797350320790117805813679296988993883132934570313,0,0,0,0,0.9662677397315524265717176638037163911271402318880556212,-0.9703473504217986955586911428880314967070839204372690423,2.240845932941296829724225774059802407198661064280072828e-47,1,ROOT_OK
peng_robinson,peng_robinson_0000011,dev,vapor,0.80822280116251421500095375449745915830135345458984375,0.06503457809236949660469662148898351006209850311279296875,0,0,0,0,0.08054692393043049371081540520525470682380008345560322901,-0.02903240667603855873901276272369115030448247829812249405,0.0,1,ROOT_OK
