sample_id,split,region,IL,I0,a,Rs,Rsh,V,Voc,Vmp,I,power,dI_dV,dI_dIL,dI_dI0,dI_da,dI_dRs,dI_dRsh,residual,exp_argument,status
pvext_0000000,dev,short_circuit,6.78077764458051479579125953023321926593780517578125,0.000000000005700250052542917205661569019933057827416739659394373763,1.8694248373560882203747723906417377293109893798828125,0.337108393763709879298318128348910249769687652587890625,577.1582116369665622241663076818013541349121076247362203,0.00009895146567264163197143755387604648894475563716663098968,51.95363197648593870474512789649829431913963124643906096,43.88580320223566542354863765650598831935143073590924331,6.776819247100419944406844575272014212072463417881207879,0.0006705761970991543135593510314045608461624072416556413736,-0.001731615774681664905340495492482329658954975051889730948,0.9994162577875811617829229705014069194384759402108581732,-2.392906122668376739761488858462615600725719588507299223,0.0000000000126412286551383759473227939731618470676057817679139299,-0.01173484711044541078834345083397673511776029934988603767,0.000006854423454413933420584290519903372383797484128048868274,8.298680905831041880537653850165140436516100855794694607e-71,1.222098667477752136188805495196921949446992087538277926,ROOT_OK
pvext_0000001,dev,open_circuit,5.467754846161223980516297160647809505462646484375,0.000000001445720400562645388869485770746864210026514454570879589,1.257087495490200268477565259672701358795166015625,0.1551540537579730594242022334583452902734279632568359375,1002.350979976495995565710320180519111884220193720284353,27.71683783337035977864368916309901672065849667539478357,27.71683844603720603294603510814573761586286971092932249,23.2219914318678308558689173702310103868714079644380783,0.000001586485290077732889007842476451630009220522896891260428,0.00004397235551011205678977561632917423007297859475543908941,-2.58947446144800736939307725242773549618730426857202691,0.5982325402035975280202113488807284465235931343315976769,-2251089281.483866796998058753458312133172975237974784703,57.08075403853439079157710175100467346206319463211854689,-0.000004108163142119223122254093917412436522085759924544040961,0.00001650342479207129236809264403973396354486884730795029253,1.508902526509500948236207001844178305456226760889933901e-69,22.04845579878417676051897004566325784926250218946409405,ROOT_OK
pvext_0000002,dev,mpp_near,1.5040429612547663307253742459579370915889739990234375,0.00000002096040469795001876023603834519056533654713132142723532,1.2646542019527753364371847055735997855663299560546875,0.558390141576126541878011266817338764667510986328125,1438.305576617784027311468171326469714677650668250431926,18.93124183953346565272686699419936833635204800795161406,22.8626244191696098099034689124534890940294244513935655,18.64109160906581102980716787820730630139409283540763224,1.368721705227910307013047636777017998593091037890572553,25.91160161268820665254558015255583889774229706104011728,-0.09189901602961613350186390175329727256697386094700455054,0.9486844954285159247308847241015129388807182623322450679,-5504965.761246637866704875672186427369017009234097363593,1.420948328901483220230321502812968468657527451893149012,-0.1257841779288232576996855793456081052381964543706818732,0.000009032063493107831927952048643086074108368567137199447706,1.160258881974672522087105909144998321899949309761577081e-71,15.57384027656080582608396929032761571191442677232014749,ROOT_OK
pvext_0000003,dev,interior,8.0963450667215237643858927185647189617156982421875,0.00000001103406278095094594630421778147234940055646836941246178,1.0608048787273214319526459803455509245395660400390625,0.25478340844760827277326598050422035157680511474609375,1458.410739947448575502440408152784795092399204791661811,18.50896846271268576833601314398119299259803522928346453,21.65299642413026126775065822343851300371722201680418411,16.85103344794785741438353679268525232561426141998193463,6.222927894611219689424145449547725054312789689896362262,115.1799761470941171307755487993902057061195515432116364,-1.212126588212118297390513414076175151764349319850449352,0.6911702563853459847595093902083281071895902673324338599,-116487197.8235851423332128833098065234852450965798503813,22.95192578324829327778888142951183358360490914429608645,-7.542976357585118178448973323864020837096294493716695903,0.000006529829314093648862578715948856995061072618794895200015,3.327962061468816795059601339401263479400830215316133285e-70,18.9426610352069174904599341158340437840629377651340151,ROOT_OK
pvext_0000004,dev,short_circuit,2.8198949123972720798292357358150184154510498046875,0.000000000001117410476833071946490852014666944076567828555038696597,1.4644336019157311312710589845664799213409423828125,0.360190855662505693413066865105065517127513885498046875,1904.231213176054540339148396678726507389109272771501691,0.00120892100701337406943214679162681502425015558376171083,41.8079545132341600871543752250849626624568405157689139,36.11704995433604285807320190425724382446061763343322793,2.819360987229720813689627039585723810918411068892719284,0.003408384723815974556012019516232556963973269539993306132,-0.0005250469999979331815454331655511873157086695708717552237,0.9998108828718077128222981989674253436838095857323382273,-1.002063715383612243101987603671911047562867752975708043,0.00000000000106049911014798547108290509847790967799311539600621627,-0.001480297028256176116746805452007163568524952498708433809,0.0000002803358060426028595418682680633140549622482951954042249,1.062096735710047026697114479331663860214816403219248532e-71,0.6942731757102080728518533961567362328935499115615628195,ROOT_OK
pvext_0000005,dev,open_circuit,9.3951283491970709604856892838142812252044677734375,0.000000000004353203144550139248525209107544846661345108909496073646,1.485927518018289372747631205129437148571014404296875,0.72574164404207142098357508075423538684844970703125,139.610443348594092437315539180289836355536635358345553,42.09741398220979878142265011029818125034540941160166077,42.15225117132054590456459274732465581240479570289988683,31.56823941559957526780599696556037036288825215624290115,0.06164835009807012174639790701842549099466852310042311465,2.595236115398661963150545533016567298115393343701737954,-1.123503444394811270372538030145428482701351295481505164,0.1846267631779796971844750157248704680974178610647396718,-383046592534.5806719622105011476622750541184722096574135,31.82599748652061187630552615558220238788039415666975185,-0.06926213367643898295416738735259356215825482785917766853,0.0003991862567913701121443633140404925798299579532168408828,2.327309523258465078449843657758162487635410517921758515e-69,28.36084145838111558926474836965901832313933406315348991,ROOT_OK
pvext_0000006,cal,mpp_near,11.8872348690641356228070435463450849056243896484375,0.0000000002039563745750490680145257620649210780289727193762352593,1.3246019590483804062586159489001147449016571044921875,0.567478306417168898434510992956347763538360595703125,2010.591562214935180635268075938540938376442799269164858,22.70250098422203452270226641740074830585260659644355695,32.83318086285491293328642691617204304788654112132354727,23.11489048268285666075963604262423257102463570172741594,11.18919320546789723310604109652361106303160173887163612,254.0226697597854382878002823446782767672535500897787439,-0.3994693947347473150076123940069838523739836170219974674,0.7733097844104340669816363584722614322965301372781334836,-2591870334.922971088853743895130920543901275673627117772,8.753015120087052777762087138864439513606285773836701063,-4.469740237358408058982104332588263485612190172316158009,0.000005557554162462939976980497729095293563710358011138562758,1.088096439315272157908517614795736231147635389276405823e-70,21.93272114402356566839301449288807941064613444571450687,ROOT_OK
pvext_0000007,cal,interior,5.698160366244390928613938740454614162445068359375,0.000000009425589057484734156885498881467119200589491504907239454,1.5476615818861458873101355493417941033840179443359375,0.343029509583076042122939952605520375072956085205078125,1261.939950813165503726752388717143981155458423595924832,1.64848031870946753443226782827834906842841389534998969,31.28693918354843032157643194695296223864365969571816219,25.1579679463960140770535605191257871680264573738742016,5.69530583395737594807407397409600085468701951747020155,9.388599576309944889182151411590091182148566574569218942,-0.0007922777900456426950066968640358335849745738919661892349,0.9997282253382270799006606930871086125406409518775607313,-9.249472542777942668417311842049816813658572827699213014,0.0000001452803504585881419693148830917023538786805200331264708,-0.004512264319761805877488459926704079954875065824041312028,0.000002261335267103740252142918502607275143623858056654794652,4.619811280057689981237074138241975025613822556550669717e-71,2.32747154030117310504124516354189751536210093370603258,ROOT_OK
pvext_0000008,test,short_circuit,4.8089726685471010370065414463169872760772705078125,0.000000003004921504314859282741766538998896838082813250053809973,2.326325714693776358643617641064338386058807373046875,0.6294545847144992212207625925657339394092559814453125,990.3079554235784147830681038217277597213313437575578866,0.001197530935294141593326286985893245551794233006668980317,49.2787819092096569392119908565215433602042071932530321,39.85967585937967702915492023159420929638458248158346702,4.805916738528322428169947096009634650157965619830644638,0.005755233966835592488252020406492792276337387448824048904,-0.001009150209508157976210866158763949540050578057044234754,0.9993647857739594925376895590620686852624438564051863881,-2.670881916648397036363843530619502987599577192501906797,0.00000000616736820323834418620415433152563888655556565559100872,-0.004849891883564619854495568345224147380089400350712700521,0.000003083869826593616441407977795461655173793701707862492349,4.152877827555687624787385174805573261922379541646620404e-71,1.300894297235786891297170995486073136085307764205030002,ROOT_OK
pvext_0000009,test,open_circuit,3.09430535838019249439412305946461856365203857421875,0.0000000002189183622163838840794085055697588382072860363758862687,1.3110556205490571102245667134411633014678955078125,0.765770830241754740796977785066701471805572509765625,139.1248545906442309196221133603735263233856512650757345,30.49200679607208561803221777513288998809932232995018556,30.54535219560848768115984642420248312219637746894174553,24.57646528547050270109735254825459493842743011009946884,0.04359003637995483760756805278928261902381782261852784307,1.329147685538612361215537347954447438685287386127099334,-0.8148022302183609402924687580831387684903038424449571787,0.376048219682852359545416487320206431168653461773557098,-4863490245.280383314375801273203581183218527504156731074,18.90815621174745426428391824504434566484710716631623847,-0.03551725885768669031324417359184533859613866682252419494,0.0005930554011216690130789458280888694544290456065049144205,2.829899712133347614846599778402434931463290999418480684e-70,23.28306007462696528891442532499699942731583839773606649,ROOT_OK
pvext_0000010,dev,mpp_near,7.16663141569679940090509262518025934696197509765625,0.00000002734630305048767698227933295082653842091762009665039035,2.157571935335586221782477878150530159473419189453125,0.382399792045002850926493920269422233104705810546875,198.295984732829303275516304518407706698628826278768895,33.54427661026271311037797865323808545929435995296723889,41.75828516883677322458059759048272664830277981138054396,33.33412230716679119210623091463934852272638453021538887,6.496274766393161540655941582047242048827142480171015384,217.912837700161999281925789406537656655486358866503005,-0.2127000213675824789464538262320848764127860012602736965,0.9186635560610687971543642919103498133788661571022638745,-16416112.78089477914662574615307112412629789622570022924,3.474433407794815856671919626263389975546348467685348517,-1.381757781621512336502004678552581445621509383555705186,0.0008417327687497880701146668524655842616734736264053435762,1.44890865261227397880145908654204668490920499170226211e-70,16.69860927459405165239780724470900779378472951385074437,ROOT_OK
pvext_0000011,dev,interior,5.82346015107612746675158632569946348667144775390625,0.0000000002342692479968650411743895564233974961310976984273100599,2.078602921271080372633832666906528174877166748046875,0.45533031470906359938766172490431927144527435302734375,1712.506137420638266651013983621080401430060149639038357,4.088670330534335773859905912209922984881527741544702755,49.74396972481503346894063364790787366028517259391583114,41.05263752214201046094732026164349619462246987859003549,5.819525282567897902707907428351414741628289987942310655,23.79412036062981091062925310625079684242190017028359167,-0.0005837871748825852370212168036622654730673735761271735312,0.9997341840019375973153967646943478498028033239301747454,-24.57394874691946146594707333815912218263967223128098309,0.000000009343879269803800590115437706150290294565884670949056509,-0.003397364223868091680608528089431974398555950096789861897,0.000002297111066845221245914971926320911356149547529182354755,2.051677291296677020763784839341765325310885974578398496e-71,3.241829663542810254040018414309097427128909722729144874,ROOT_OK
