sample_id,source_index,split,node,vx,vy,theta,hint,region,root_count_region,roots,target_root,residual_abs,fphi_left,fphi_right,fvx,gradient_vx_left,gradient_vx_right,polar_knot_distance_deg,bisection_error,brent_error,status
bemreal_000000,2011,dev,5,10.800025848172226,24.62731638951581,0.17736035858766339,0.308753131812572,0,1,0.308262413823083314204996048869198261599944025876470618178017,0.308262413823083314204996048869198261599944025876470618178017,8.0405216989474604235e-70,1.41736693817885048391663841167,1.41736693817885048389841740976,-0.0373926780464632339155546852708,0.0263817907975957301924995028165,0.0263817907975957301928386546956,0.000135296061267276,3.722713268420528e-11,2.5888869022918406e-11,ROOT_OK
bemreal_000001,2430,dev,16,8.38491397385214,79.02417480988994,0.0018500490071137108,0.048310021015223574,0,1,0.0499478114993025297659791585038117311030408909309491875089917,0.0499478114993025297659791585038117311030408909309491875089917,2.6675564395852666813e-70,1.1974452608412130709989910497,1.19744526084121307097676639329,-0.0125984796339719678039858793698,0.0105211319848737420002017700699,0.0105211319848737420003970429154,0.24420120517362154,2.2026581074274036e-10,2.3156880087754496e-14,ROOT_OK
bemreal_000002,5254,dev,1,11.631244504351619,9.19100540125328,0.2322684168554054,0.8941776261981282,0,1,0.902059837749889779076165843389485301103187416932224165105593,0.902059837749889779076165843389485301103187416932224165105593,7.2396120925184450262e-71,1.61291590970194633553820700569,1.61291590970194633553820700569,-0.0674567250569096454368978455128,0.0418228406398291999908417654048,0.0418228406398291999908417654048,38.37622157133023,3.0416995366555977e-10,9.998890925987148e-14,ROOT_OK
bemreal_000003,6046,dev,11,10.462608453391658,56.53940674911148,0.05454153912482272,0.12084994292317076,0,1,0.124353041761204173353504191311125234306686782191266414962841,0.124353041761204173353504191311125234306686782191266414962841,2.9317622445385284073e-70,0.985651824909799416127394788531,0.985651824909799416137207854962,-0.0174214441238359717506861916065,0.0176750488190191008616440351082,0.017675048819019100861468063813,9.553689442309832e-05,4.179533780091925e-11,1.0026917019779997e-11,ROOT_OK
bemreal_000004,7248,dev,6,10.70338120950475,31.593343414639257,0.15727161889720906,0.24126113130821342,0,1,0.244535176534043248523664870654377118473364377315269412984116,0.244535176534043248523664870654377118473364377315269412984116,1.3696902930493731727e-70,1.39576589194678779741827249394,1.39576589194678779739277866108,-0.0300799045955626803929034582414,0.0215508236510979644907591476993,0.0215508236510979644911527761003,0.00016644211278471488,2.78667451695958e-10,2.2057506881011221e-16,ROOT_OK
bemreal_000005,7628,dev,12,10.975820836201262,59.42601732969185,0.0404741853537484,0.12611445780426414,0,1,0.127737609169313547499593682189381206672471906436688852162266,0.127737609169313547499593682189381206672471906436688852162266,4.9624633270175552714e-70,0.971769464012169233970667193702,0.971769464012169233986129334055,-0.0165727358389716201099917581207,0.0170541846113864756582604906051,0.0170541846113864756579891359209,0.00017410950673735215,4.088130288488732e-10,2.5992808147675774e-16,ROOT_OK
bemreal_000006,8166,cal,6,10.848886562170767,30.868018882358164,0.157271618897209,0.25420514273306455,0,1,0.25326375687181412773712879357774260018039067907876192230906,0.25326375687181412773712879357774260018039067907876192230906,7.158618773333408396e-70,1.36991580313720815102552115135,1.36991580313720815100333990004,-0.0306732722214171233946551208773,0.0223906258699790668950558066876,0.0223906258699790668954183487492,5.562754904619993e-05,3.605892254468486e-10,1.1973197197605066e-12,ROOT_OK
bemreal_000007,9485,cal,16,14.497758761021506,78.18098602519194,0.001850049007113982,0.12528827009492396,0,1,0.124584998008061882003936647459231304868732542355508261498553,0.124584998008061882003936647459231304868732542355508261498553,5.5760554187807122156e-71,0.978533621605112599472711657795,0.978533621605112599487681227784,-0.0125981768396691836185340176264,0.012874546731469570199695328184,0.0128745467314695701994983738595,0.03219458616295423,3.0069182350537416e-10,1.685157201097094e-10,ROOT_OK
bemreal_000008,10019,test,6,11.650361626147703,30.303708742623026,0.157271618897209,0.27630953505616807,0,1,0.276371183655598199294544432322034407378936362663501983199144,0.276371183655598199294544432322034407378936362663501983199144,4.7653533963101320949e-70,1.32046999981578246322194541515,1.32046999981578246320620137739,-0.0309284086030821035393251161383,0.0234222728327011571230765335774,0.023422272832701157123355798648,0.17609759690769877,2.916553743260838e-10,1.032474886376667e-11,ROOT_OK
bemreal_000009,10498,test,9,14.106603215158078,48.17194837197893,0.09356710119941597,0.21063438806450072,0,1,0.215737742837760227240273668280684202207521237573743171936292,0.215737742837760227240273668280684202207521237573743171936292,8.2873317719712929334e-70,1.00525341281526963599975751034,1.00525341281526963600540718054,-0.0199700306945950351891415488312,0.0198656681390096680980568077291,0.0198656681390096680979451597886,0.00013785371766772414,3.5809047911669045e-10,6.054457270077137e-16,ROOT_OK
bemreal_000010,11096,dev,12,13.466343231509887,61.88920126484699,0.04047418535374853,0.16161273958822953,0,1,0.162645126546024571437847247376112261353423249041915104843902,0.162645126546024571437847247376112261353423249041915104843902,2.8244222746404515876e-70,0.940909485242172766693586281047,0.94090948524217276670934155836,-0.0158095256978576679955326392439,0.0168023874196449272132268058491,0.0168023874196449272129454543722,0.00012069054172236804,2.4802620609527616e-11,2.0654733744766198e-15,ROOT_OK
bemreal_000011,11488,dev,13,8.091158576324847,64.52355282977415,0.026633724385433488,0.0634718244464015,0,1,0.0655698250611463579988934314458686603750313023062793352386376,0.0655698250611463579988934314458686603750313023062793352386376,3.780412468748426845e-70,0.894053199112990871138415475822,0.894053199112990871106686086615,-0.0154029019349863077694793822965,0.0172281716012736750490944325491,0.0172281716012736750497058495908,0.23087424011109947,2.6634374660929427e-10,1.215236844885239e-11,ROOT_OK
bemreal_000012,12830,dev,12,12.737599052921052,63.32736847571479,0.04047418535374848,0.1469876674757639,0,1,0.145195395140239769018957650261206772152513168329427133222818,0.145195395140239769018957650261206772152513168329427133222818,2.0851733242032043425e-70,0.905127845351448892541155826204,0.905127845351448892563288131295,-0.0155029228800515396460906075151,0.0171278819447124229230245017103,0.0171278819447124229226056884888,8.334627051009846e-05,3.8451369856189955e-10,8.132480861599432e-15,ROOT_OK
bemreal_000013,12937,dev,0,11.59837714790953,3.644269323161169,0.2322684168554054,1.2615708107591892,0,1,1.26635880705346312291394479867639839085930458339926684458921,1.26635880705346312291394479867639839085930458339926684458921,1.1021046357060783905e-69,3.3360398885932727622081021508,3.3360398885932727622081021508,-0.0822542411308495028832448443168,0.024656252286459957334765809939,0.024656252286459957334765809939,59.24901499339004,7.091602016541839e-11,8.474066080470042e-14,ROOT_OK
bemreal_000014,13732,dev,13,9.25257877638019,67.42778156631891,0.026633724385433415,0.0785263536717888,0,1,0.0789963234939738310558825572289770885261086487651836263763421,0.0789963234939738310558825572289770885261086487651836263763421,1.8012825012546287144e-70,0.855927005634193527293632100888,0.855927005634193527265775995557,-0.0147170484028828655370297329898,0.0171942797762040053830120147342,0.0171942797762040053835716017847,0.00015593398521307478,3.602211954506652e-11,1.2747202369155046e-11,ROOT_OK
bemreal_000015,14190,dev,12,9.175437616915595,60.28544918603576,0.04047418535374847,0.08625816567360907,0,1,0.0934612424469321856195618339164994437867905298402847847254128,0.0934612424469321856195618339164994437867905298402847847254128,6.6092093902956002576e-70,0.891095556285938103927796661136,0.891095556285938103961912642259,-0.0164261214838974978780058993576,0.018433625179729458829888236983,0.0184336251797294588291824976217,0.03593474028774102,3.0847818742344924e-10,5.163092326627647e-13,ROOT_OK
bemreal_000016,15294,cal,11,9.726654152346624,57.16122446908679,0.0545415391248229,0.1105481066293382,0,1,0.109312085339305035426974423930948255221366514563560141436162,0.109312085339305035426974423930948255221366514563560141436162,8.1910403728910505799e-70,0.966140491209789143393266033949,0.966140491209789143406276895806,-0.01727677419677547884189736801,0.0178822586921511967858659829794,0.0178822586921511967856251654175,0.13812113975196105,8.254147728825932e-11,6.26703387404124e-13,ROOT_OK
